,Title,Location,Price,description,Links
3286,Nice and Large Room for Dec 1st,City of Toronto,$610.00,"PLEASE READ COMPLETELY! If you see this ad, the room is available. Available for rent is 1 fully-furnished rooms for 1 single person in a 3-bedroom townhome in North York - one spacious room on the ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/nice-and-large-room-for-dec-1st/1533135542
3287,York University Village Rooms(FEMALE ONLY DUE to shared areas),City of Toronto,$650.00,"AVAILABLE from November 1st, 2020, a 12-month lease is preferred. Gorgeous house to Live, SAFELY and CONVENIENTLY. 1. SECURITY CAMERAS installed at front and back doors for your safety. 2. DIGITAL ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/york-university-village-rooms-female-only-due-to-shared-areas/1524679474
3288,Shared accommodation available for female McCowan Hwy 7,Markham / York Region,$550.00,to bs shared with another female student. Space available in 2 bedrooms for female students. . Close to the shopping center. . Includes all facilities. Wifi and Laundry available on site. Available ...,https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/shared-accommodation-available-for-female-mccowan-hwy-7/1531501177
3289,LUXURY BATHROOM & FURNISHED BEDROOM UPTOWN,City of Toronto,"$1,050.00",ROOM AVAILABLE NO COUPLES - STUDENT OR YOUNG PROFESSIONAL - SINGLE MALE Please answer the questions or we don't reply: 1. Your Age (22 - 35 preferred) or younger student doing a co-op/internship 2. ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/luxury-bathroom-furnished-bedroom-uptown/1532781651
3290,Room available in Harbourfront,City of Toronto,$900.00,"Den available for rent in a spacious and newly renovated 1 bedroom + Den unit with breathtaking views of Lake Ontario, Toronto Islands, Billy Bishop airport and the Toronto skyline. One of the most ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-available-in-harbourfront/1531961808
3291,Female Roommate needed Vaughan,Markham / York Region,PleaseContact,Jane and Rutherford 1 Bedroom Large basement for rent...looking for Indian/Punjabi speaking due to language barrier for owners. Share with female student. laundry once a week which is shared and ...,https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/female-roommate-needed-vaughan/1531959660
3292,Yonge - North York Centre Room Rent,City of Toronto,$530.00,"Main Floor Large bedroom includes: bed, dresser and desk. Utilities included: - WiFi - Water - Gas - Electric - Laundry Use/Kitchen Walking distance to many amenities: - 10 minute walk to North York ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/yonge-north-york-centre-room-rent/1531957706
3293,❤️ DEC 1 FURNISHED Keele Sheppard STUDIO APARTMENT FEMALE Veg.,City of Toronto,$950.00,"❤️ *** DEC 1 FURNISHED Keele Sheppard STUDIO BACHELOR APARTMENT Vegetarian Vegan FEMALE PRIVATE Room Rental Room For Rent M3J1S8 North York Keele, North of Sheppard Utilities, laundry and wifi ALL ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/dec-1-furnished-keele-sheppard-studio-apartment-female-veg/1531957219
3294,Free rent (female),City of Toronto,$1.00,"I'm looking for someone to share my apartment with ,non smoker ,I live in Scarborough, close to subway, I prefer philipino.",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/free-rent-female/1531953793
3295,Room for rent nov1 keele and finch Female only,City of Toronto,$650.00,"Hello. Newly renovated Looking for a clean quiet working female. Non smoking, no pet and drug free. Furnished basement room for rent. Laundry, utilities and internet included. Shared kitchen and ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-nov1-keele-and-finch-female-only/1531953397
3296,Basement for rent,City of Toronto,"$1,850.00",3 bed 1 dining 1 bath,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-for-rent/1531952261
3297,Shared room,City of Toronto,$420.00,I’m looking for one roomies. Near subway station For more info call or text 1250-797-2353,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/shared-room/1531951627
3298,2nd Bedroom In A Spacious 2 BR Fully Furnished Apt (from Dec 1),City of Toronto,"$1,150.00","I'm a 31-year-old male software engineer looking for a housemate to occupy the 2nd bedroom in a 2 Br Apt, from December 2020. - Internet and utilities included - No common wall between the 2 rooms ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/2nd-bedroom-in-a-spacious-2-br-fully-furnished-apt-from-dec-1/1531950198
3299,Basement Apartment for Rent,City of Toronto,"$1,500.00",*Available now* Looking to rent basement apartment to a quiet committed student or a quiet bachelor - Monthly rent of $1500 PLUS 1/3 Utilities - basement entrance is ground level - big kitchen - one ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-apartment-for-rent/1531949138
3300,Clean basement room for rent at Bayview and Finch,City of Toronto,$650.00,Room in basement for rent in the Willowdale neighborhood at the intersection of Bayview and Finch available December 1 2020. Utilities included. 5 min walk to bus 939 which takes 7 to 10 minutes to ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/clean-basement-room-for-rent-at-bayview-and-finch/1531948797
3301,Room for rent available ASAP,Mississauga / Peel Region,$650.00,1 Room available for rent in Basement ASAP Looking for working professional or students. Males only since there's 4 guys living in other rooms Shared kitchen and washroom Separate entrance Close to ...,https://www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/room-for-rent-available-asap/1531944792
3302,"Looking for Roommate to rent out Bedroom, Nov. 1!",City of Toronto,PleaseContact,"Perfect Bedroom for rent! Move in November 1st. Utilities included, internet, cable, laundry onsite, access to kitchen and shared washroom. I am Professional, friendly and creative. Looking for a ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/looking-for-roommate-to-rent-out-bedroom-nov-1/1531941948
3303,Dec 1 YONGE EGLINTON Sunny FURN MASTER BDRM  FEMALE Recent Grad,City of Toronto,$875.00,"**If this ad is up, the room is still available** Showing this week **Please read the whole ad as most questions will be answered** DEC 1 move in (November may be possible) Initial Skype/WhatsApp ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/dec-1-yonge-eglinton-sunny-furn-master-bdrm-female-recent-grad/1531941927
3304,1 bedroom Available Adelaide and John St. Downtown Toronto,City of Toronto,$850.00,"One Bedroom Available in 3Bdrm Studio Apt. 2nd Floor. Bright large room with high ceilings, lots of closet space Shared: Kitchen/Bathroom/Balcony Available Dec 1st. Looking for long term. Someone ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1-bedroom-available-adelaide-and-john-st-downtown-toronto/1531939854
3305,Accommodation available for mallu girls,City of Toronto,$425.00,Accommodation available for 2 girls in a 3 bedroom house. Location finch and Neilson for more details Plz contact: 6478039745,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/accommodation-available-for-mallu-girls/1531938088
3306,PVT SPACIOUS ROOM WITH CLOSET,City of Toronto,$500.00,"PLEASE DO NOT MESSAGE ON KIJIJI, THIS IS NOT MY RENTAL, Pls contact STEVE 647 447 3569 FULLY FURNISHED SPACIOUS ROOM FOR NON SMOKER , NO DRUGS, NO HEAVY DRINKER. This is a very spacious 3 bedroom ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/pvt-spacious-room-with-closet/1531934945
3307,Looking for a roommate in Riverdale,City of Toronto,"$1,100.00","Looking for a roommate to share a beautiful 3 story house in South Riverdale (Gerrard/Logan, steps to Queen East & Danforth). The available bedroom is on the 2nd floor overlooking the backyard (South ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/looking-for-a-roommate-in-riverdale/1531934519
3308,FurnishedBasementRoomRent@Kennedy&Lawr.FromNov’2020,City of Toronto,$500.00,"Furnished Single Occupancy Basement Room is available for rent in a Quiet, Safe, Neighborhood at Kennedy & Lawrence (M1P1A8 ) for Student/ Full-Time Working Individual (Responsible, Clean, Quiet ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnishedbasementroomrent-kennedy-lawr-fromnov-2020/1531933303
3309,PVT HUGE ROOM WITH PVT WASHROOM ND WALK IN CLOSET,City of Toronto,$673.00,"PLEASE DO NOT MESSAGE ME, CONTACT STEVE 647 447 3569 HUGE private room with PRIVATE WASHROOM AND large WALK IN CLOSET in a 3 bedroom apartment near YORKDALE MALL. Fully furnished , room has personal ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/pvt-huge-room-with-pvt-washroom-nd-walk-in-closet/1531933145
3310,Big basement for rent for 1 Muslim female in Scarborough,City of Toronto,"$1,200.00",We are a Muslim family looking for 1 Muslim female for either long term or short term stay. You will have the full basement which includes your own washroom and own kitchen and your own bedroom. It ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/big-basement-for-rent-for-1-muslim-female-in-scarborough/1531931999
3311,UnfurnishedRoomAllincluded Close to Dufferin Subway,City of Toronto,$750.00,"Location, location, location!!! CLOSE TO DUFFERIN SUBWAY Unfurnished room all included in SHARED accommodation. ️‍ we ALSO welcome International Students, work permit professionals And Newcomers. ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/unfurnishedroomallincluded-close-to-dufferin-subway/1531931683
3312,Bathurst and Steeles Basement Apartment Room,Markham / York Region,$550.00,Bathurst and Steeles Bright Furnished room in Basement apartment Full Kitchen 4 appliances Separate Entrance. Italian Tiles All inclusive cable wifi utilities for Working Non smoking Male only. ...,https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/bathurst-and-steeles-basement-apartment-room/1531929645
3313,Room for rent available from November 1st,City of Toronto,$800.00,"Super clean and bright room on MAIN FLOOR for a MALE like a student or professional worker. Available from November 1st The room located on Main floor. Large closet is 4 feet. A bedsheet, a blanket, ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-available-from-november-1st/1531929229
3314,⭐️⭐️⭐️ URGENT NOV Keele Sheppard PRIVATE Veg FURNISHED,City of Toronto,$690.00,"*** URGENT NOV Keele Sheppard Veg FURNISHED PRIVATE Room Rental Room For Rent M3J1S8 North York Keele, North of Sheppard Available for long term or short term in November FIRST COME FIRST SERVED! ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/urgent-nov-keele-sheppard-private-veg-furnished/1531928368
3315,Furnished Room for Rent - Females Only,City of Toronto,$650.00,"Fully Furnished 1 room immediately Close to 401/Weston Rd. Professional females only Cleanness is a must since you will be sharing kitchen, dinning and bathroom. TTC and shopping plaza at the door ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-for-rent-females-only/1498423415
3316,4 bed 2 bathroom corner house for rent.  Plus utilities,City of Toronto,PleaseContact,"Bright and spacious corner unit home for rent in North York . Four bedroom, 2 bathroom, upper unit of three story house. Plus utilities (Willing to negotiate a flat rate), available November 1st, ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/4-bed-2-bathroom-corner-house-for-rent-plus-utilities/1531925526
3317,2 Rooms for rent,City of Toronto,PleaseContact,"One bedroom apartment converted into 2 bedroom.One bedroom with long window and closet $710, one bedroom with balcony and big closet in hallway $770. Small living room furnished with tv and couch, ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/2-rooms-for-rent/1531925261
3318,Room for rent,City of Toronto,$600.00,"Hi, I have one bedroom apartment for sharing downtown toronto 2 minutes from spadina station Including everything Large furnished bedroom and lots of closet space. Shared bathroom, kitchen, Fully ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1531924182
3319,Good location have nice room for rent,City of Toronto,$900.00,The room available December 1st and moving day is December 1st! On the good location Bathurst and college! Including all utilities and WiFi! Share kitchen with 2 tenants! If you interest please text ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/good-location-have-nice-room-for-rent/1531923230
3320,"Master Bedroom with Private Washroom, Markham and Ellesmere",City of Toronto,"$1,200.00","Extra Large Master Bedroom with Private Washroom Walk in Closet Bright, Beautiful and must see place Fully Furnished Kitchen and common space shared 3 Bed, memory foam mattress Extra Personal Heaters ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/master-bedroom-with-private-washroom-markham-and-ellesmere/1531915109
